"gene","symbol","outcome","nsnp","b","se","pval","q","method","ok","note"
"ENSG00000141034","GID4","t2d",1,-0.197508697841815,0.0635660176962164,0.00188905087120258,0.0491900023720257,"Wald ratio",TRUE,"lead rs6502634 (cis p=6.7e-88)"
"ENSG00000141140","MYO19","t2d",1,0.262850709587101,0.0722613634603715,0.000275297192332157,0.0124679039549541,"Wald ratio",TRUE,"lead rs7222903 (cis p=2.4e-86)"
"ENSG00000141294","LRRC46","t2d",1,-0.23970752476398,0.0552096048290216,1.41338064829454e-05,0.00144226048639789,"Wald ratio",TRUE,"lead rs2325752 (cis p=4.4e-143)"
"ENSG00000141295","SCRN2","t2d",1,-0.102791701480841,0.0309188759071659,0.00088557729970434,0.0295869924065155,"Wald ratio",TRUE,"lead rs10428 (cis p=3.3e-310)"
"ENSG00000141452","C18orf8","t2d",1,-0.174714511688267,0.0352246999371507,7.04931796352848e-07,0.000133023240830287,"Wald ratio",TRUE,"lead rs1788799 (cis p=1.6e-255)"
"ENSG00000141736","ERBB2","t2d",1,0.557672022475364,0.177934263980466,0.00172354876035231,0.045382330408243,"Wald ratio",TRUE,"lead rs903506 (cis p=3.7e-16)"
"ENSG00000142669","SH3BGRL3","t2d",1,-0.466378953637279,0.0914468536543684,3.3965348142952e-07,7.86606585401548e-05,"Wald ratio",TRUE,"lead rs7551751 (cis p=1.9e-54)"
"ENSG00000142675","CNKSR1","t2d",1,0.394108102907829,0.0965162700998764,4.43942721805667e-05,0.00323126881085697,"Wald ratio",TRUE,"lead rs2232648 (cis p=8.7e-54)"
"ENSG00000143393","PI4KB","t2d",1,1.39004618258219,0.382766340131326,0.000281692454384302,0.0127010889830798,"Wald ratio",TRUE,"lead rs1752388 (cis p=1.6e-07)"
"ENSG00000143476","DTL","t2d",1,1.81365154281257,0.573008748308898,0.00155009618453314,0.0422339040652212,"Wald ratio",TRUE,"lead rs114478555 (cis p=9.8e-11)"
"ENSG00000143882","ATP6V1C2","t2d",1,-0.425372950225685,0.13495768300333,0.00162212519351533,0.0437287188410615,"Wald ratio",TRUE,"lead rs1734443 (cis p=3.9e-21)"
"ENSG00000144749","LRIG1","t2d",1,-0.177889553805024,0.0416032020995621,1.90399083840792e-05,0.00170190058275234,"Wald ratio",TRUE,"lead rs17775391 (cis p=4.5e-300)"
"ENSG00000145375","SPATA5","t2d",1,-1.31552092693078,0.308716327461558,2.03276427768894e-05,0.00177041606749148,"Wald ratio",TRUE,"lead rs308382 (cis p=1.8e-10)"
"ENSG00000145431","PDGFC","t2d",1,0.308679551179897,0.0682344271029246,6.07363888051614e-06,0.000756738798266259,"Wald ratio",TRUE,"lead rs1425492 (cis p=3.6e-105)"
"ENSG00000145725","PPIP5K2","t2d",1,-0.0497120000424815,0.013619726039036,0.000262240308840969,0.0120915327922601,"Wald ratio",TRUE,"lead rs1011453 (cis p=3.3e-310)"
"ENSG00000145907","G3BP1","t2d",1,-0.543963151525544,0.172113340912379,0.00157501942406399,0.042684701944713,"Wald ratio",TRUE,"lead rs2964565 (cis p=6.9e-17)"
"ENSG00000146166","LGSN","t2d",1,0.104705845659187,0.0268563695034927,9.66968565875172e-05,0.00590024532111857,"Wald ratio",TRUE,"lead rs10755410 (cis p=3.3e-310)"
"ENSG00000146215","CRIP3","t2d",1,0.22444181848162,0.0573042940804135,8.97817529863383e-05,0.00561273658239747,"Wald ratio",TRUE,"lead rs2242416 (cis p=6.8e-107)"
"ENSG00000146414","SHPRH","t2d",1,0.26829878915324,0.0728371283268246,0.000230013284445215,0.0110558272098903,"Wald ratio",TRUE,"lead rs9386142 (cis p=9.4e-70)"
"ENSG00000146830","GIGYF1","t2d",1,-0.409074571669657,0.079465499564207,2.6352263939231e-07,6.54950169611619e-05,"Wald ratio",TRUE,"lead rs506597 (cis p=2.5e-146)"
"ENSG00000147324","MFHAS1","t2d",1,0.174030971078942,0.0523964214001114,0.000895579024954164,0.0297262223592278,"Wald ratio",TRUE,"lead rs408459 (cis p=4.2e-179)"
"ENSG00000147408","CSGALNACT1","t2d",1,-0.0978654886247382,0.0266905878067468,0.000245732779930304,0.0115618939481906,"Wald ratio",TRUE,"lead rs10085966 (cis p=3.3e-310)"
"ENSG00000147576","ADHFE1","t2d",1,-0.0612097364916613,0.0191887665985764,0.00142335122507722,0.0404009720989884,"Wald ratio",TRUE,"lead rs10088592 (cis p=3.3e-310)"
"ENSG00000147874","HAUS6","t2d",1,-0.351539753219164,0.0795383240523808,9.8813736990984e-06,0.00114204506504278,"Wald ratio",TRUE,"lead rs7027346 (cis p=5e-34)"
"ENSG00000147905","ZCCHC7","t2d",1,0.169411340505484,0.0481484862489271,0.000433963526902373,0.0174097966107684,"Wald ratio",TRUE,"lead rs7027473 (cis p=2.7e-196)"
"ENSG00000148572","NRBF2","t2d",1,-0.174209704867932,0.0444790735833017,8.97817529863382e-05,0.00561273658239747,"Wald ratio",TRUE,"lead rs34119992 (cis p=1.3e-112)"
"ENSG00000149084","HSD17B12","t2d",1,-0.10880817903888,0.0278907041207255,9.57033597806677e-05,0.00590024532111857,"Wald ratio",TRUE,"lead rs1023955 (cis p=3.3e-310)"
"ENSG00000149485","FADS1","t2d",1,-0.129557051476827,0.0353724844492653,0.000249618907615499,0.0115618939481906,"Wald ratio",TRUE,"lead rs102274 (cis p=3.3e-310)"
"ENSG00000150337","FCGR1A","t2d",1,-0.231543542041062,0.0708191744637521,0.00107736386908613,0.0331671837643131,"Wald ratio",TRUE,"lead rs72708153 (cis p=2.7e-57)"
"ENSG00000150967","ABCB9","t2d",1,-0.188618819458986,0.0448099957830741,2.56160441439655e-05,0.00213956958874597,"Wald ratio",TRUE,"lead rs11608811 (cis p=5.4e-251)"
"ENSG00000151498","ACAD8","t2d",1,0.13274910124274,0.0388313697512776,0.000629431079236244,0.023071592436753,"Wald ratio",TRUE,"lead rs10791351 (cis p=3.3e-310)"
"ENSG00000152359","POC5","t2d",1,-0.164574186550784,0.0363840103942607,6.08955657093554e-06,0.000756738798266259,"Wald ratio",TRUE,"lead rs10462356 (cis p=3.3e-310)"
"ENSG00000152409","JMY","t2d",1,-0.136255874673169,0.0328473983587103,3.35175484841047e-05,0.00258745317464414,"Wald ratio",TRUE,"lead rs10052358 (cis p=3.3e-310)"
"ENSG00000153214","TMEM87B","t2d",1,-0.17939503278603,0.0570553009472388,0.0016652406334837,0.0444559929521055,"Wald ratio",TRUE,"lead rs6727484 (cis p=1.9e-193)"
"ENSG00000153250","RBMS1","t2d",1,0.888891475665545,0.186480729160604,1.87298800335259e-06,0.000293626888525583,"Wald ratio",TRUE,"lead rs6742799 (cis p=8.6e-18)"
"ENSG00000154319","FAM167A","t2d",1,0.169037370077246,0.0338074740154492,5.73303143758388e-07,0.00011234536605573,"Wald ratio",TRUE,"lead rs10097870 (cis p=3.3e-310)"
"ENSG00000154743","TSEN2","t2d",1,0.239052426197829,0.0745384871354854,0.00134080103097843,0.0384866549455498,"Wald ratio",TRUE,"lead rs13077760 (cis p=3.3e-310)"
"ENSG00000157045","NTAN1","t2d",1,0.14384483516548,0.0442599492816861,0.00115405008478154,0.0348954610205455,"Wald ratio",TRUE,"lead rs12928424 (cis p=2.5e-103)"
"ENSG00000157322","CLEC18A","t2d",1,-0.0482313251971448,0.0125820848340378,0.000126418463736805,0.00696326565123266,"Wald ratio",TRUE,"lead rs10048088 (cis p=3.3e-310)"
"ENSG00000157895","C12orf43","t2d",1,0.130186088509589,0.0341264503860088,0.000136285095668756,0.00730918486770856,"Wald ratio",TRUE,"lead rs2254971 (cis p=3.3e-310)"
"ENSG00000157992","KRTCAP3","t2d",1,0.124157365543321,0.028957986132553,1.80695257534426e-05,0.00163443676379327,"Wald ratio",TRUE,"lead rs4803 (cis p=1e-238)"
"ENSG00000159199","ATP5G1","t2d",1,-0.244628449138255,0.0373803626342788,5.97731802159357e-11,4.35063361714561e-08,"Wald ratio",TRUE,"lead rs12948439 (cis p=6.8e-281)"
"ENSG00000159202","UBE2Z","t2d",1,-0.254047544712546,0.0368929338828882,5.73523792665624e-12,7.30525930907839e-09,"Wald ratio",TRUE,"lead rs1057897 (cis p=3.3e-310)"
"ENSG00000159210","SNF8","t2d",1,0.960101150571843,0.161197794653206,2.58416853221906e-09,1.54898102019484e-06,"Wald ratio",TRUE,"lead rs9909916 (cis p=3.5e-18)"
"ENSG00000160563","MED27","t2d",1,0.484028084041588,0.112006498786483,1.55022237131617e-05,0.00151071128129117,"Wald ratio",TRUE,"lead rs7043386 (cis p=1.1e-33)"
"ENSG00000161277","THAP8","t2d",1,-0.326976906927922,0.0760198411064916,1.69871951840933e-05,0.00158221157726194,"Wald ratio",TRUE,"lead rs12981654 (cis p=3.9e-84)"
"ENSG00000161395","PGAP3","t2d",1,0.145228679011295,0.0352455566021565,3.78080724371229e-05,0.0028538093195132,"Wald ratio",TRUE,"lead rs1018246 (cis p=3.3e-310)"
"ENSG00000162512","SDC3","t2d",1,-0.387749293665891,0.111321571407304,0.000495557902168079,0.0190556038607273,"Wald ratio",TRUE,"lead rs947643 (cis p=2.3e-45)"
"ENSG00000162885","B3GALNT2","t2d",1,-0.0974353377668762,0.0289481800611734,0.000763071795393082,0.0265709687072938,"Wald ratio",TRUE,"lead rs10737818 (cis p=3.3e-310)"
"ENSG00000163069","SGCB","t2d",1,-0.300348901176541,0.0692493445071918,1.44303197974185e-05,0.00145589068055143,"Wald ratio",TRUE,"lead rs4864483 (cis p=3.7e-107)"
"ENSG00000163071","SPATA18","t2d",1,-0.237644532095689,0.0588524076349827,5.39146699344953e-05,0.00381521171272574,"Wald ratio",TRUE,"lead rs12507167 (cis p=1.4e-122)"
"ENSG00000163113","OTUD7B","t2d",1,-0.481170758753482,0.14714373649381,0.00107519736222415,0.0331671837643131,"Wald ratio",TRUE,"lead rs115650695 (cis p=1.5e-28)"
"ENSG00000163257","DCAF16","t2d",1,-0.317303900174054,0.0823679740864801,0.000117026577040707,0.00651639792374207,"Wald ratio",TRUE,"lead rs7667864 (cis p=1.2e-80)"
"ENSG00000163577","EIF5A2","t2d",1,0.529277206925724,0.163972154302479,0.0012472518509482,0.0365215412677074,"Wald ratio",TRUE,"lead rs2271998 (cis p=1.3e-17)"
"ENSG00000163684","RPP14","t2d",1,-0.320350706695565,0.101989204580629,0.00168357292005752,0.0446332294427213,"Wald ratio",TRUE,"lead rs11713310 (cis p=1.9e-40)"
"ENSG00000163812","ZDHHC3","t2d",1,0.422538075733195,0.112771986428792,0.000179079478826867,0.00903376182794935,"Wald ratio",TRUE,"lead rs4683019 (cis p=2.5e-35)"
"ENSG00000163815","CLEC3B","t2d",1,0.111929641906865,0.0292796083133851,0.000131952929107605,0.00715212950854519,"Wald ratio",TRUE,"lead rs1004877 (cis p=3.3e-310)"
"ENSG00000163933","RFT1","t2d",1,-0.180448542624537,0.0341262787865056,1.23883375996508e-07,3.50658778167894e-05,"Wald ratio",TRUE,"lead rs2336725 (cis p=6.1e-263)"
"ENSG00000164038","SLC9B2","t2d",1,0.741344677843808,0.153186017615685,1.30162148801297e-06,0.000221058716047536,"Wald ratio",TRUE,"lead rs2711897 (cis p=4.3e-17)"
"ENSG00000164039","BDH2","t2d",1,-0.0985143349898146,0.0208891652727094,2.40468093788664e-06,0.000355126068942969,"Wald ratio",TRUE,"lead rs1031804 (cis p=3.3e-310)"
"ENSG00000164626","KCNK5","t2d",1,-0.805683761824925,0.228521212444888,0.00042245918109166,0.0170827740290635,"Wald ratio",TRUE,"lead rs9470995 (cis p=1.3e-09)"
"ENSG00000164631","ZNF12","t2d",1,-0.741828995659985,0.228748422292848,0.00118282091035603,0.0352363064134448,"Wald ratio",TRUE,"lead rs7786706 (cis p=4.3e-16)"
"ENSG00000164941","INTS8","t2d",1,-0.236445551618256,0.0547262701074896,1.55667011320484e-05,0.00151071128129117,"Wald ratio",TRUE,"lead rs713113 (cis p=5.4e-142)"
"ENSG00000165006","UBAP1","t2d",1,-0.320597069892164,0.0809174713146356,7.43166579046319e-05,0.00504857829365466,"Wald ratio",TRUE,"lead rs1041251 (cis p=1.2e-67)"
"ENSG00000165476","REEP3","t2d",1,-0.279938429762239,0.0863639836500526,0.0011895279103263,0.0352363064134448,"Wald ratio",TRUE,"lead rs36000532 (cis p=2.1e-60)"
"ENSG00000165609","NUDT5","t2d",1,0.296802926977931,0.035036437784369,2.42743612185533e-17,6.18389352042645e-14,"Wald ratio",TRUE,"lead rs11257655 (cis p=3.2e-125)"
"ENSG00000165917","RAPSN","t2d",1,-0.663711314998818,0.143118342856888,3.52648610527494e-06,0.000499095741843773,"Wald ratio",TRUE,"lead rs7928842 (cis p=2.4e-21)"
"ENSG00000166126","AMN","t2d",1,-0.997272377587322,0.301356450548194,0.00093536794373911,0.0303725222054051,"Wald ratio",TRUE,"lead rs8008502 (cis p=1.8e-08)"
"ENSG00000166133","RPUSD2","t2d",1,0.728724340926378,0.226399795239263,0.00128750682863419,0.0374848416679496,"Wald ratio",TRUE,"lead rs12441451 (cis p=4.9e-14)"
"ENSG00000166507","NDST2","t2d",1,0.173471284392028,0.0448984500779366,0.000111711484335529,0.00643479280770354,"Wald ratio",TRUE,"lead rs11000785 (cis p=7e-265)"
"ENSG00000166747","AP1G1","t2d",1,-0.492151245116036,0.137418854155776,0.000341764032815096,0.0148194701888759,"Wald ratio",TRUE,"lead rs34731378 (cis p=1.7e-28)"
"ENSG00000166825","ANPEP","t2d",1,0.141697947713885,0.0321872622744335,1.07109879170113e-05,0.0011736017943478,"Wald ratio",TRUE,"lead rs10520684 (cis p=3.3e-310)"
"ENSG00000166971","AKTIP","t2d",1,-0.101372117268272,0.022946697032073,9.97468211862679e-06,0.00114204506504278,"Wald ratio",TRUE,"lead rs1072910 (cis p=3.3e-310)"
"ENSG00000167103","PIP5KL1","t2d",1,0.489701634554435,0.142525102594201,0.000590594510107362,0.0218842111199783,"Wald ratio",TRUE,"lead rs11789803 (cis p=7.2e-48)"
"ENSG00000167106","FAM102A","t2d",1,0.311754431667564,0.0898405628204556,0.000520292772003167,0.0197790344847248,"Wald ratio",TRUE,"lead rs7860034 (cis p=7.1e-119)"
"ENSG00000167183","PRR15L","t2d",1,-1.47779896108732,0.45585330856121,0.00118764817263944,0.0352363064134448,"Wald ratio",TRUE,"lead rs17617360 (cis p=9.1e-09)"
"ENSG00000167447","SMG8","t2d",1,0.424023724561359,0.104451591974059,4.9172893936979e-05,0.00350399852599871,"Wald ratio",TRUE,"lead rs12150181 (cis p=1.5e-37)"
"ENSG00000167491","GATAD2A","t2d",1,0.0822030204683079,0.0220975861473946,0.000199222777951833,0.00980715027695257,"Wald ratio",TRUE,"lead rs1000237 (cis p=3.3e-310)"
"ENSG00000167635","ZNF146","t2d",1,-0.489424247846993,0.143331386869476,0.000638677348293267,0.0231605771498519,"Wald ratio",TRUE,"lead rs2918334 (cis p=4.2e-24)"
"ENSG00000168056","LTBP3","t2d",1,0.193890170116688,0.0451335787920081,1.73971598516654e-05,0.00159709062061685,"Wald ratio",TRUE,"lead rs10896004 (cis p=3.3e-310)"
"ENSG00000168255","POLR2J3","t2d",1,0.182108718724032,0.0513757594385178,0.000393145393125735,0.0164310162845784,"Wald ratio",TRUE,"lead rs12113233 (cis p=2.6e-68)"
"ENSG00000168291","PDHB","t2d",1,0.137034279719806,0.0416624366913697,0.00100488086728859,0.0315956232148219,"Wald ratio",TRUE,"lead rs6787467 (cis p=2e-275)"
"ENSG00000168477","TNXB","t2d",1,0.113831444930242,0.0237148843604671,1.5866563039512e-06,0.00025947067416617,"Wald ratio",TRUE,"lead rs2269426 (cis p=1.6e-126)"
"ENSG00000168852","TPTE2P5","t2d",1,-0.151761417600183,0.0403724284000487,0.000170569197531103,0.00877828344869666,"Wald ratio",TRUE,"lead rs6560964 (cis p=2.2e-49)"
"ENSG00000168913","ENHO","t2d",1,-0.805868532151902,0.241469632377646,0.000845815464381972,0.028539270139246,"Wald ratio",TRUE,"lead rs2281997 (cis p=3.3e-08)"
"ENSG00000168917","SLC35G2","t2d",1,-0.624039638581764,0.194298055968681,0.00131922374212084,0.0380818411677376,"Wald ratio",TRUE,"lead rs9835096 (cis p=2.6e-12)"
"ENSG00000168952","STXBP6","t2d",1,-1.43205202069649,0.387776556673159,0.000221639318852116,0.010806242388053,"Wald ratio",TRUE,"lead rs74039204 (cis p=4.2e-07)"
"ENSG00000168970","JMJD7-PLA2G4B","t2d",1,0.396164521660131,0.107549818595018,0.000230013284445215,0.0110558272098903,"Wald ratio",TRUE,"lead rs2695165 (cis p=1.3e-07)"
"ENSG00000169193","CCDC126","t2d",1,0.128892560576772,0.0395210638702297,0.00110877748494592,0.0338276723700567,"Wald ratio",TRUE,"lead rs10253646 (cis p=3.3e-310)"
"ENSG00000169379","ARL13B","t2d",1,1.04386442634154,0.208252254631729,5.37273754655698e-07,0.000107985378669456,"Wald ratio",TRUE,"lead rs62266124 (cis p=8.8e-12)"
"ENSG00000170791","CHCHD7","t2d",1,0.273909912714224,0.087803874458915,0.00181118161380149,0.0474445774926406,"Wald ratio",TRUE,"lead rs6474051 (cis p=4.9e-76)"
"ENSG00000170917","NUDT6","t2d",1,-0.336058413190879,0.0853244078034749,8.19596328730063e-05,0.00535364524984573,"Wald ratio",TRUE,"lead rs7683093 (cis p=1.4e-124)"
"ENSG00000171044","XKR6","t2d",1,-0.252632398345753,0.0719360049526891,0.000444907402593149,0.017640491954958,"Wald ratio",TRUE,"lead rs4618656 (cis p=1.3e-95)"
"ENSG00000171056","SOX7","t2d",1,1.17523801182646,0.237280833741684,7.31000778513228e-07,0.000135434507873633,"Wald ratio",TRUE,"lead rs10903330 (cis p=1.2e-09)"
"ENSG00000172260","NEGR1","t2d",1,0.0841505605995696,0.0261879337965466,0.00131203921083597,0.0379820442000525,"Wald ratio",TRUE,"lead rs10789340 (cis p=2.2e-256)"
"ENSG00000172336","POP7","t2d",1,1.17844522193512,0.326967460421304,0.00031315606551987,0.0138141138859198,"Wald ratio",TRUE,"lead rs117945036 (cis p=2.1e-21)"
"ENSG00000172500","FIBP","t2d",1,0.188731420141667,0.0547209443014302,0.000562709228833343,0.020927032999313,"Wald ratio",TRUE,"lead rs1204650 (cis p=3.4e-222)"
"ENSG00000173039","RELA","t2d",1,-1.54852487312726,0.363828174074561,2.07932255855797e-05,0.00179561837895811,"Wald ratio",TRUE,"lead rs4645917 (cis p=3.5e-09)"
"ENSG00000173258","ZNF483","t2d",1,0.732884934861446,0.19919436691106,0.000233925199551472,0.0111910694057723,"Wald ratio",TRUE,"lead rs12552271 (cis p=3.2e-21)"
"ENSG00000173295","FAM86B3P","t2d",1,-0.262838781808317,0.0742027853404432,0.000396851621239949,0.0164700051338378,"Wald ratio",TRUE,"lead rs1878561 (cis p=1.1e-55)"
"ENSG00000173517","PEAK1","t2d",1,0.333030287838785,0.0656094582026534,3.85565965342697e-07,8.7309270818713e-05,"Wald ratio",TRUE,"lead rs7119 (cis p=2.5e-83)"
"ENSG00000173727","AP000769.1","t2d",1,0.175635255358607,0.0398298529911596,1.0354329361424e-05,0.00114685452383598,"Wald ratio",TRUE,"lead rs1621277 (cis p=8.6e-54)"
"ENSG00000173930","SLCO4C1","t2d",1,0.138814358544688,0.0354797082542333,9.13455382086478e-05,0.00567567703869586,"Wald ratio",TRUE,"lead rs2600833 (cis p=1e-159)"
"ENSG00000174197","MGA","t2d",1,0.301819242060934,0.08222318222258,0.000241857106695995,0.0114629019406148,"Wald ratio",TRUE,"lead rs12440747 (cis p=2e-57)"
"ENSG00000174529","TMEM81","t2d",1,0.335959108776287,0.0896647621396171,0.000179079478826866,0.00903376182794935,"Wald ratio",TRUE,"lead rs6692706 (cis p=5.8e-54)"
"ENSG00000174564","IL20RB","t2d",1,0.609921183521144,0.194169665165907,0.00168270607826074,0.0446332294427213,"Wald ratio",TRUE,"lead rs9843733 (cis p=8.5e-12)"
"ENSG00000175087","PDIK1L","t2d",1,1.64353180019438,0.381534167902266,1.64966650618626e-05,0.00157987090170906,"Wald ratio",TRUE,"lead rs61775415 (cis p=1.3e-06)"
"ENSG00000175305","CCNE2","t2d",1,-0.679650170648464,0.151877133105802,7.6411312712965e-06,0.000926941995887039,"Wald ratio",TRUE,"lead rs2515226 (cis p=6.9e-21)"
"ENSG00000175445","LPL","t2d",1,-0.209974385436738,0.0424538374926738,7.57749853500451e-07,0.000137400069505999,"Wald ratio",TRUE,"lead rs10096633 (cis p=3.3e-310)"
"ENSG00000175602","CCDC85B","t2d",1,0.825359707184683,0.260365838228607,0.00152438937613447,0.0417567950075544,"Wald ratio",TRUE,"lead rs7938011 (cis p=8.9e-12)"
"ENSG00000176092","AIM1L","t2d",1,0.475869749298799,0.124458242124301,0.000131554890718826,0.00715212950854519,"Wald ratio",TRUE,"lead rs11582416 (cis p=1.4e-33)"
"ENSG00000176268","CYCSP34","t2d",1,-0.0758225046166743,0.0221919525707339,0.000633928469839538,0.0231531580919889,"Wald ratio",TRUE,"lead rs9525420 (cis p=6.4e-163)"
"ENSG00000176894","PXMP2","t2d",1,-0.952610406171351,0.29961133742486,0.00147535895701415,0.041076250743099,"Wald ratio",TRUE,"lead rs12427009 (cis p=3.7e-06)"
"ENSG00000177045","SIX5","t2d",1,-0.321406675080259,0.076942810094971,2.95099817887325e-05,0.00236776940493846,"Wald ratio",TRUE,"lead rs4802275 (cis p=5.8e-63)"
"ENSG00000177169","ULK1","t2d",1,0.814441620349658,0.22576923767393,0.000309271850041336,0.0137562689196048,"Wald ratio",TRUE,"lead rs7973178 (cis p=3.4e-26)"
"ENSG00000177311","ZBTB38","t2d",1,-0.166043625701415,0.0420955670792319,7.99851933705694e-05,0.00532711843428825,"Wald ratio",TRUE,"lead rs1344674 (cis p=6.3e-170)"
"ENSG00000177606","JUN","t2d",1,0.159389360431688,0.0493794489180524,0.0012472518509482,0.0365215412677074,"Wald ratio",TRUE,"lead rs2716140 (cis p=3.5e-177)"
"ENSG00000177710","SLC35G5","t2d",1,-0.32033026241411,0.0815747873228479,8.60730332911336e-05,0.00552360018639473,"Wald ratio",TRUE,"lead rs2293859 (cis p=6.8e-49)"
"ENSG00000177917","ARL6IP6","t2d",1,0.387596921717098,0.110551699321372,0.000454854039390869,0.0178539992633032,"Wald ratio",TRUE,"lead rs4664606 (cis p=2.7e-34)"
"ENSG00000177971","IMP3","t2d",1,0.309130591746498,0.0970030477549357,0.00143849654199157,0.0405744002318263,"Wald ratio",TRUE,"lead rs13737 (cis p=9.6e-62)"
"ENSG00000178607","ERN1","t2d",1,-0.162338243737371,0.0493061714503189,0.000993175565269665,0.0315956232148219,"Wald ratio",TRUE,"lead rs16947425 (cis p=3.3e-310)"
"ENSG00000178700","DHFRL1","t2d",1,-0.382769445317933,0.107991379556783,0.000393441410543388,0.0164310162845784,"Wald ratio",TRUE,"lead rs7432837 (cis p=1.9e-49)"
"ENSG00000178715","RP11-169K16.8","t2d",1,0.139113534776998,0.0430589512404993,0.00123457572464113,0.036359325532061,"Wald ratio",TRUE,"lead rs28537253 (cis p=3.9e-41)"
"ENSG00000179104","TMTC2","t2d",1,-0.413252991087758,0.116271180543335,0.000379106462648358,0.0161635767965973,"Wald ratio",TRUE,"lead rs11115606 (cis p=5.5e-37)"
"ENSG00000181220","ZNF746","t2d",1,0.193929346105748,0.0570380429722787,0.000673858531353761,0.0240933980157713,"Wald ratio",TRUE,"lead rs11766910 (cis p=6e-173)"
"ENSG00000181274","FRAT2","t2d",1,-0.145157588574023,0.0374739175250446,0.000107255567745996,0.00624906985660221,"Wald ratio",TRUE,"lead rs10082521 (cis p=3.3e-310)"
"ENSG00000182179","UBA7","t2d",1,-0.110361492531455,0.0250111031232759,1.02183794615947e-05,0.00114423391993021,"Wald ratio",TRUE,"lead rs10049087 (cis p=3.3e-310)"
"ENSG00000182196","ARL6IP4","t2d",1,0.274294440398092,0.0651638725807622,2.56160441439654e-05,0.00213956958874597,"Wald ratio",TRUE,"lead rs11608811 (cis p=9.2e-120)"
"ENSG00000182628","SKA2","t2d",1,-0.331743009878085,0.0826896523138253,6.02307997758412e-05,0.00419764349726995,"Wald ratio",TRUE,"lead rs9652856 (cis p=1.8e-60)"
"ENSG00000183049","CAMK1D","t2d",1,0.179714385993701,0.0332654168205044,6.57408081238469e-08,2.22425327682669e-05,"Wald ratio",TRUE,"lead rs10508438 (cis p=3.3e-310)"
"ENSG00000183150","GPR19","t2d",1,0.112838840846379,0.0343747462181023,0.00102851325417032,0.0320161291078263,"Wald ratio",TRUE,"lead rs1014708 (cis p=3.3e-310)"
"ENSG00000184056","VPS33B","t2d",1,-0.135099255525928,0.0348785659691123,0.000107319649156564,0.00624906985660221,"Wald ratio",TRUE,"lead rs10775251 (cis p=3.3e-310)"
"ENSG00000185245","GP1BA","t2d",1,0.690007960134745,0.184002122702599,0.000176834570401608,0.00903376182794935,"Wald ratio",TRUE,"lead rs67059207 (cis p=4.7e-22)"
"ENSG00000185614","FAM212A","t2d",1,-0.314214124121589,0.0813866091987068,0.000113035123903723,0.00643479280770354,"Wald ratio",TRUE,"lead rs2352974 (cis p=6.9e-54)"
"ENSG00000186130","ZBTB6","t2d",1,0.741903636461249,0.17306612857776,1.81247648978056e-05,0.00163443676379327,"Wald ratio",TRUE,"lead rs2239540 (cis p=2.9e-39)"
"ENSG00000187166","H1FNT","t2d",1,0.257025445100214,0.0787015897787476,0.00109146532023931,0.0333994943340497,"Wald ratio",TRUE,"lead rs7304709 (cis p=1.8e-67)"
"ENSG00000187486","KCNJ11","t2d",1,0.595181300858269,0.0731249187679678,3.9776513897556e-16,8.10645353232192e-13,"Wald ratio",TRUE,"lead rs2074310 (cis p=4.4e-38)"
"ENSG00000188211","NCR3LG1","t2d",1,-0.476176201327413,0.108387933294475,1.1166425744931e-05,0.00121048806745582,"Wald ratio",TRUE,"lead rs7118875 (cis p=2e-35)"
"ENSG00000188599","NPIPP1","t2d",1,0.077488473449602,0.022840954983767,0.000692520256618703,0.0245880885538139,"Wald ratio",TRUE,"lead rs9927842 (cis p=1.5e-264)"
"ENSG00000196072","BLOC1S2","t2d",1,-0.656705814190135,0.112537438874231,5.36478227963317e-09,2.48486961043009e-06,"Wald ratio",TRUE,"lead rs17882802 (cis p=1.1e-35)"
"ENSG00000196378","ZNF34","t2d",1,0.224923137663057,0.0472577869026104,1.94079210840636e-06,0.000295174202756131,"Wald ratio",TRUE,"lead rs4637890 (cis p=4.7e-192)"
"ENSG00000196453","ZNF777","t2d",1,0.465223848372164,0.12700896473964,0.000249355120031135,0.0115618939481906,"Wald ratio",TRUE,"lead rs354033 (cis p=4.8e-30)"
"ENSG00000196586","MYO6","t2d",1,-0.330063332527487,0.0944664020682117,0.000475883968932578,0.018368400164481,"Wald ratio",TRUE,"lead rs2842550 (cis p=6.4e-55)"
"ENSG00000196712","NF1","t2d",1,0.180699229030973,0.0526497753651395,0.000598929397996154,0.0220328179262845,"Wald ratio",TRUE,"lead rs12943365 (cis p=2.4e-75)"
"ENSG00000196781","TLE1","t2d",1,0.965858180011924,0.156009760473795,5.97794473691608e-10,3.80720355432343e-07,"Wald ratio",TRUE,"lead rs7024675 (cis p=3.9e-24)"
"ENSG00000196950","SLC39A10","t2d",1,-0.107474762387584,0.0304386564803997,0.000414204350512658,0.0169507724165622,"Wald ratio",TRUE,"lead rs10164913 (cis p=3.3e-310)"
"ENSG00000196968","FUT11","t2d",1,0.406672201464121,0.10109365460125,5.75280975000848e-05,0.00404283664500596,"Wald ratio",TRUE,"lead rs2271271 (cis p=9.2e-46)"
"ENSG00000197702","PARVA","t2d",1,-0.484866014701552,0.125545664520938,0.00011243081580922,0.00643479280770354,"Wald ratio",TRUE,"lead rs4757405 (cis p=1.3e-48)"
